BAD BLOOD 'CAUSE BABY NOW WE GOT BAD BLOOD YOU KNOW IT USED TO BE MAD LOVE SO TAKE A LOOK WHAT YOU'VE DONE 'CAUSE BABY NOW WE GOT BAD BLOOD HEY NOW WE GOT PROBLEMS AND I DON'T THINK WE CAN SOLVE THEM YOU MADE A REALLY DEEP CUT AND BABY NOW WE GOT BAD BLOOD , bad_blood
HEY DID YOU HAVE TO DO THIS I WAS THINKING THAT YOU COULD BE TRUSTED DID YOU HAVE TO RUIN WHAT WAS SHINY NOW IT'S ALL RUSTED DID YOU HAVE TO HIT ME WHERE I'M WEAK BABY I COULDN'T BREATHE AND RUB IT IN SO DEEP SALT IN THE WOUND LIKE YOU'RE LAUGHING RIGHT AT ME OH IT'S SO SAD TO THINK ABOUT THE GOOD TIMES YOU AND I 'CAUSE BABY NOW WE GOT BAD BLOOD YOU KNOW IT USED TO BE MAD LOVE SO TAKE A LOOK WHAT YOU'VE DONE 'CAUSE BABY NOW WE GOT BAD BLOOD , bad_blood
HEY NOW WE GOT PROBLEMS AND I DON'T THINK WE CAN SOLVE THEM YOU MADE A REALLY DEEP CUT AND BABY NOW WE GOT BAD BLOOD HEY DID YOU THINK WE'D BE FINE STILL GOT SCARS ON MY BACK FROM YOUR KNIFE SO DON'T THINK IT'S IN THE PAST THESE KINDA WOUNDS THEY LAST AND THEY LAST NOW DID YOU THINK IT ALL THROUGH ALL THESE THINGS WILL CATCH UP TO YOU AND TIME CAN HEAL BUT THIS WON'T SO IF YOU'RE COMING MY WAY JUST DON'T , bad_blood
OH IT'S SO SAD TO THINK ABOUT THE GOOD TIMES YOU AND I 'CAUSE BABY NOW WE GOT BAD BLOOD YOU KNOW IT USED TO BE MAD LOVE SO TAKE A LOOK WHAT YOU'VE DONE 'CAUSE BABY NOW WE GOT BAD BLOOD HEY NOW WE GOT PROBLEMS AND I DON'T THINK WE CAN SOLVE THEM YOU MADE A REALLY DEEP CUT AND BABY NOW WE GOT BAD BLOOD , bad_blood
HEY BAND AIDS DON'T FIX BULLET HOLES YOU SAY SORRY JUST FOR SHOW IF YOU LIVE LIKE THAT YOU LIVE WITH GHOSTS GHOSTS BAND AIDS DON'T FIX BULLET HOLES HEY YOU SAY SORRY JUST FOR SHOW HEY IF YOU LIVE LIKE THAT YOU LIVE WITH GHOSTS HEY MHMMM IF YOU LOVE LIKE THAT BLOOD RUNS COLD 'CAUSE BABY NOW WE GOT BAD BLOOD , bad_blood
YOU KNOW IT USED TO BE MAD LOVE MAD LOVE SO TAKE A LOOK WHAT YOU'VE DONE 'CAUSE BABY NOW WE GOT BAD BLOOD HEY NOW WE GOT PROBLEMS AND I DON'T THINK WE CAN SOLVE THEM THINK WE CAN SOLVE THEM YOU MADE A REALLY DEEP CUT AND BABY NOW WE GOT BAD BLOOD HEY 'CAUSE BABY NOW WE GOT BAD BLOOD , bad_blood
NICE TO MEET YOU WHERE YOU BEEN I COULD SHOW YOU INCREDIBLE THINGS MAGIC MADNESS HEAVEN SIN SAW YOU THERE AND I THOUGHT OH MY GOD LOOK AT THAT FACE YOU LOOK LIKE MY NEXT MISTAKE LOVE'S A GAME WANNA PLAY NEW MONEY SUIT AND TIE I CAN READ YOU LIKE A MAGAZINE AIN'T IT FUNNY RUMORS FLY , blank_space
AND I KNOW YOU HEARD ABOUT ME SO HEY LET'S BE FRIENDS I'M DYING TO SEE HOW THIS ONE ENDS GRAB YOUR PASSPORT AND MY HAND I CAN MAKE THE BAD GUYS GOOD FOR A WEEKEND SO IT'S GONNA BE FOREVER OR IT'S GONNA GO DOWN IN FLAMES YOU CAN TELL ME WHEN IT'S OVER IF THE HIGH WAS WORTH THE PAIN GOT A LONG LIST OF EX LOVERS , blank_space
THEY'LL TELL YOU I'M INSANE 'CAUSE YOU KNOW I LOVE THE PLAYERS AND YOU LOVE THE GAME 'CAUSE WE'RE YOUNG AND WE'RE RECKLESS WE'LL TAKE THIS WAY TOO FAR IT'LL LEAVE YOU BREATHLESS OR WITH A NASTY SCAR GOT A LONG LIST OF EX LOVERS THEY'LL TELL YOU I'M INSANE BUT I'VE GOT A BLANK SPACE BABY , blank_space
AND I'LL WRITE YOUR NAME CHERRY LIPS CRYSTAL SKIES I COULD SHOW YOU INCREDIBLE THINGS STOLEN KISSES PRETTY LIES YOU'RE THE KING BABY I'M YOUR QUEEN FIND OUT WHAT YOU WANT BE THAT GIRL FOR A MONTH WAIT THE WORST IS YET TO COME OH NO SCREAMING CRYING PERFECT STORMS I CAN MAKE ALL THE TABLES TURN , blank_space
